"Original Url","Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Title 2","Title 2 Length","Title 2 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Description 2","Meta Description 2 Length","Meta Description 2 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H1-2","H1-2 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","Canonical Link Element 2","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Transferred (bytes)","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Similarity Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","HTTP Version","URL Encoded Address","Crawl Timestamp"
"https://www.myntra.com/women-jewellery","https://www.myntra.com/women-jewellery","text/html; charset=utf-8","200","OK","Indexable","","Jewellery For Women - Buy Women Jewellery Online in India | Myntra","66","607","","0","0","Buy Jewellery for Women online. Best collection of Gold, Silver & Diamond Jewelry Online in India. Shop for earrings, necklaces, rings, bracelets, chains and more designer jewellery from top brands at Myntra.","208","1276","","0","0","jewellery, women jewellery, shop online for women jewellery, jewellery for women online, online shopping for women jewellery in india,","134","","0","","0","Jewellery Online price list","27","buy Jewellery Online","20","","","","https://www.myntra.com/women-jewellery","","https://www.myntra.com/women-jewellery?p=2","","","","","682155","119735","31","15","2.067","65.557","Normal","1.551","0","0","","2","1","0","1.230","489","444","0","8","8","0","","","","","609fda5805e8e7b4ed2d83588b629fe1","1.527","","","","","1.1","https://www.myntra.com/women-jewellery","2024-11-30 15:21:19"
"https://www.skagen.com/en-us/women/jewelry/","https://www.skagen.com/en-us/women/jewelry/","text/html; charset=UTF-8","403","Forbidden","Non-Indexable","Client Error","","0","0","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","","","","","0.000","0","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.892","","","","","1.1","https://www.skagen.com/en-us/women/jewelry/","2024-11-30 15:21:23"
"https://www.lolaroseglobal.com/collections/jewellery","https://www.lolaroseglobal.com/collections/jewellery","text/html; charset=utf-8","200","OK","Indexable","","Fashion Design Women Jewellery - Lola Rose Jewellery","52","488","","0","0","Shop Lola Rose Jewellery: earrings, necklaces, bracelets, and rings. Elegantly designed, infinite mix-and-match possibilities. Choose an ideal jewellery from Lola Rose's Official Store. Free Shipping!","200","1208","","0","0","","0","","0","","0","","0","","0","","","","https://www.lolaroseglobal.com/collections/jewellery","","https://www.lolaroseglobal.com/collections/jewellery?page=2","","","","","449074","68436","717","267","2.685","100.000","Very Easy","1.257","0","1","","15","1","0","1.230","134","65","0","10","5","0","","","","","6ce56b654eed56e3ab9c9b6181b765f2","1.118","","","","","1.1","https://www.lolaroseglobal.com/collections/jewellery","2024-11-30 15:21:06"
"https://www.stories.com/en_eur/jewellery/all.html","https://www.stories.com/en_eur/jewellery/all.html","text/html","403","Forbidden","Non-Indexable","Client Error","","0","0","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","410","410","0","","","","","0.000","0","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.602","","","","","1.1","https://www.stories.com/en_eur/jewellery/all.html","2024-11-30 15:21:07"
"https://www.selfridges.com/GB/en/cat/jewellery-watches/fashion-jewellery/","https://www.selfridges.com/GB/en/cat/jewellery-watches/fashion-jewellery/","text/html; charset=utf-8","200","OK","Indexable","","Womens Designer Jewellery | Selfridges","38","353","","0","0","Shop our range of Fashion Jewellery at Selfridges today. Browse online or in store today.","89","548","","0","0","","0","Womens Designer Jewellery","25","","0","Tell us what you think","22","Shop in your local currency and language","40","index, follow","","","https://www.selfridges.com/GB/en/cat/jewellery-watches/fashion-jewellery/","","","","","","","790838","110743","3579","1215","2.946","73.482","Fairly Easy","3.073","0","5","","14","1","0","1.230","940","683","0","14","12","0","","","","","589d9211f8f9b6c109c25703cf3d53a5","3.658","Sat, 30 Nov 2024 10:21:34 GMT","","","","1.1","https://www.selfridges.com/GB/en/cat/jewellery-watches/fashion-jewellery/","2024-11-30 15:21:32"
"https://www.fatface.com/shop/womens/jewellery","https://www.fatface.com/shop/womens/jewellery","text/html; charset=utf-8","200","OK","Indexable","","Women's Jewellery | Earrings, Necklaces & More | FatFace UK","59","542","","0","0","Shop our full collection of women's jewellery, here at FatFace. From necklaces, to earrings & much more, we have the perfect item to suit your choice. Free and easy returns.","173","1063","","0","0","fatface,fatface sale,fatface online,fatface.com,fatface online shopping","71","Women's Jewellery","17","","0","Multicolour Alphabet Jewellery Box","34","Silver Tone Snowflake Studs","27","index, follow","","","https://www.fatface.com/shop/womens/jewellery","","","","","","","506843","64685","275","99","2.778","82.807","Easy","1.371","0","2","","13","1","0","1.230","405","266","0","19","12","0","","","","","8875dbeab183b5b2ce9162c4c4353905","1.884","","","","","1.1","https://www.fatface.com/shop/womens/jewellery","2024-11-30 15:21:07"
"https://www.oliviaburton.com/uk/shop-jewellery/","https://www.oliviaburton.com/uk/shop-jewellery/","","302","","Non-Indexable","Redirected","","0","0","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","","","","","0.000","0","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","1.101","","https://www.oliviaburton.com/uk/shop-jewellery/shop-all-jewellery/","HTTP Redirect","","1.1","https://www.oliviaburton.com/uk/shop-jewellery/","2024-11-30 15:20:54"
"https://en.wikipedia.org/wiki/Jewellery","https://en.wikipedia.org/wiki/Jewellery","text/html; charset=UTF-8","200","OK","Indexable","","Jewellery - Wikipedia","21","185","","0","0","","0","0","","0","0","","0","Jewellery","9","","0","Contents","8","Etymology","9","max-image-preview:standard","","","https://en.wikipedia.org/wiki/Jewellery","","","","","","","516673","103520","15696","3460","4.536","72.679","Fairly Easy","18.883","0","1","","241","1","0","1.230","2219","1630","0","123","114","0","","","","","38ff45ed1f91b5d936293fd5af665e6a","0.538","Thu, 28 Nov 2024 06:24:30 GMT","","","","1.1","https://en.wikipedia.org/wiki/Jewellery","2024-11-30 15:21:10"
"https://www.nomination.com/eu_en/gifts/gifts-for-her","https://www.nomination.com/eu_en/gifts/gifts-for-her","text/html; charset=UTF-8","200","OK","Indexable","","Women's jewellery: gift ideas for her. Bracelets, necklaces and rings   | Nomination","84","713","","0","0","Find the perfect jewellery gift for her from the stunning collection of Nomination Italy. Shop the selection of women's jewellery or create your personalised gift!","163","978","","0","0","","0","For Her","7","","0","Bracelets on Her Birthday","25","Necklaces for your fiancée","26","INDEX,FOLLOW","","","https://www.nomination.com/eu_en/gifts/gifts-for-her","","","","","","","913360","91324","1841","648","2.841","86.633","Easy","1.944","0","2","","16","1","0","1.230","620","297","0","16","13","0","","","","","d1705cdd161fe5c1fced909adad2b91e","0.810","","","","","1.1","https://www.nomination.com/eu_en/gifts/gifts-for-her","2024-11-30 15:21:25"
"https://www.acnestudios.com/us/en/woman/jewellery/","https://www.acnestudios.com/us/en/woman/jewellery/","text/html;charset=UTF-8","200","OK","Indexable","","Acne Studios – Women’s Jewellery","32","312","","0","0","Shop women’s jewellery. Free shipping and easy returns. International shipping available.","89","552","","0","0","Acne Studios Acne Studios Jewellery, Acne Jewellery, Acne Studios Women’s Jewellery, Acne Women’s Jewellery, Acne Studios Jewelry, Acne Jewelry, Acne Studios Women’s Jewelry, Acne Women’s Jewelry, Acne Studios Necklace, Acne Studios Bracelet, Acne Studios Ring, Acne Studios Choker, Acne Studios Necklaces, Acne Studios Bracelets, Acne Studios Rings, Acne Studios Choker","370","Women's Jewellery","17","","0","Woman","5","Man","3","","","","https://www.acnestudios.com/us/en/woman/jewellery/","","","","","","","399415","30168","311","110","2.827","83.458","Easy","1.104","0","4","","4","1","0","1.230","215","141","0","5","5","0","","","","","daf8aa4ad500b2153a1f6297bcda8a7c","0.850","","","","","1.1","https://www.acnestudios.com/us/en/woman/jewellery/","2024-11-30 15:20:46"
"https://www.lemaire.fr/collections/women-jewellery","https://www.lemaire.fr/collections/women-jewellery","text/html; charset=utf-8","200","OK","Indexable","","Women & Unisex Jewellery | LEMAIRE","34","334","","0","0","Discover LEMAIRE's women and unisex jewellery collections: rings, bracelets, earrings and necklaces.","100","628","","0","0","","0","Women & Unisex Jewellery","24","","0","","0","","0","","","","https://www.lemaire.fr/collections/women-jewellery","","","","","","","595419","65460","2245","675","3.326","99.942","Very Easy","2.327","0","1","","6","1","0","1.230","522","126","0","9","9","0","","","","","534b9d74e85c566d38aa3b6e7a68de8f","0.843","","","","","1.1","https://www.lemaire.fr/collections/women-jewellery","2024-11-30 15:20:46"
"https://www.missoma.com/collections/womens-jewellery","https://www.missoma.com/collections/womens-jewellery","text/html; charset=utf-8","200","OK","Indexable","","Women's Jewellery | Silver & Gold Demi-Fine Jewellery

        | Missoma","72","574","","0","0","Shop Women's Jewellery at Missoma. Recycled Gold and Silver Demi-Fine Jewellery. Enjoy complimentary engraving and fast worldwide shipping.","139","903","","0","0","","0","Women's Jewellery","17","","0","","0","","0","","","","https://www.missoma.com/collections/womens-jewellery","","","","","","","785853","101150","802","219","3.662","86.450","Easy","1.565","0","1","","4","1","0","1.230","249","154","0","7","6","0","","","","","f2004acd4816389605b03ba14c64f960","0.830","","","","","1.1","https://www.missoma.com/collections/womens-jewellery","2024-11-30 15:21:12"
"https://danielladraper.com/collections/womens-jewellery","https://danielladraper.com/collections/womens-jewellery","text/html; charset=utf-8","200","OK","Indexable","","Daniella Draper™ | Women's Jewellery | Handcrafted in England","61","554","","0","0","Designed to be styled, layered and personalised with special messages of love and inspiration, our women’s jewellery collection is beautifully rustic, a modern take on classic designs.","184","1125","","0","0","","0","WOMEN'S JEWELLERY","17","","0","FOLLOW THE JOURNEY","18","","0","","","","https://danielladraper.com/collections/womens-jewellery","","https://danielladraper.com/collections/womens-jewellery?page=2","","","","","984217","98567","2351","777","3.026","94.550","Very Easy","1.855","0","1","","5","1","0","1.230","268","189","0","8","6","0","","","","","7ce88b93cf1c57188c4db0959df698db","1.673","","","","","1.1","https://danielladraper.com/collections/womens-jewellery","2024-11-30 15:21:04"
"https://www.nordstrom.com/browse/women/jewelry","https://www.nordstrom.com/browse/women/jewelry","text/html; charset=UTF-8","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","206036","109771","0","","","","","0.000","0","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","f06c5081b02cb7ad3d51fa675f45fee4","0.715","","","","","1.1","https://www.nordstrom.com/browse/women/jewelry","2024-11-30 15:20:52"
"https://www.fossil.com/en-ca/jewellery/womens-jewellery/","https://www.fossil.com/en-ca/jewellery/womens-jewellery/","text/html; charset=UTF-8","403","Forbidden","Non-Indexable","Client Error","","0","0","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","","","","","0.000","0","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.688","","","","","1.1","https://www.fossil.com/en-ca/jewellery/womens-jewellery/","2024-11-30 15:21:23"
"https://cluse.com/collections/all-jewellery","https://cluse.com/collections/all-jewellery","text/html; charset=utf-8","200","OK","Indexable","","CLUSE Jewellery for women • Black Friday SALE • Official CLUSE Store","68","619","","0","0","Up to 70% off • Shop CLUSE jewellery: necklaces, earrings and bracelets. Infinite mix and match possibilities. ✓ Official CLUSE store ✓ Free shipping","149","904","","0","0","","0","JEWELLERY","9","","0","Products","8","About CLUSE","11","","","","https://cluse.com/collections/all-jewellery","","https://cluse.com/collections/all-jewellery?page=2","","","","","574488","100636","1092","305","3.580","85.753","Easy","1.376","0","1","","11","1","0","1.230","197","111","0","15","9","0","","","","","43ced763e97f4ef18385458fd7ec51e9","0.606","","","","","1.1","https://cluse.com/collections/all-jewellery","2024-11-30 15:21:09"
"https://global.diesel.com/woman/jewels/","https://global.diesel.com/woman/jewels/","text/html;charset=UTF-8","200","OK","Indexable","","Women's Jewellery: Rings, Bracelets, Necklaces, Earrings | Diesel®","66","587","","0","0","Discover the Diesel Women's Jewellery collection: stainless steel, silver, gold, two-tone, with logo. Secure payment, fast delivery, easy returns.","146","873","","0","0","Commerce Cloud Storefront Reference Architecture","48","Women's Jewelry","15","","0","Women's Accessories: Jewellery","30","INFORMATION NOTICE ON THE PROCESSING OF PERSONAL DATA PURSUANT TO ARTICLES 13 AND 14 OF EU REGULATION 679/2016 (“GDPR”)","119","index,follow","","","https://global.diesel.com/woman/jewels/","","https://global.diesel.com/woman/jewels/?page=2","","","","","1234520","74831","5502","862","6.383","58.541","Fairly Hard","3.925","0","2","","9","1","0","1.230","857","313","0","13","13","0","","","","","16b51a40cf29add6eebffe6aea633402","1.255","","","","","1.1","https://global.diesel.com/woman/jewels/","2024-11-30 15:21:15"
"https://www.davidyurman.com/ca/en/women.html","https://www.davidyurman.com/ca/en/women.html","text/html;charset=UTF-8","200","OK","Indexable","","Women's Jewellery | Shop Designer Fine Jewellery","48","445","","0","0","Explore the latest women's designer jewelry collection at David Yurman. Discover iconic bracelets, earrings, and more. Shop now for timeless elegance.","150","933","","0","0","David Yurman","12","Women’s Jewellery","17","Gift Brilliantly","16","Contact a Product Specialist","28","Thank you for contacting our Product Specialist.","48","","","","https://www.davidyurman.com/ca/en/women.html","","","","","","","666621","82991","1002","233","4.300","70.842","Fairly Easy","2.275","0","2","","12","1","0","1.230","434","180","0","13","10","0","","","","","b99b03eb2150c7b505c04b6fb37dcc86","0.944","","","","","1.1","https://www.davidyurman.com/ca/en/women.html","2024-11-30 15:21:24"
"https://unisonlabel.com/collections/woman-accessories-jewellery","https://unisonlabel.com/collections/woman-accessories-jewellery","text/html","200","OK","Non-Indexable","Canonicalised","Women's Jewellery: Necklaces, Earrings & Bracelets - Unison | Unison Label","74","663","Women's Jewellery: Necklaces, Earrings & Bracelets - Unison | Unison Label","74","663","Find your new favourite necklace, bracelet, or earrings in Unison’s range of women’s jewellery. Shop now.","105","649","Find your new favourite necklace, bracelet, or earrings in Unison’s range of women’s jewellery. Shop now.","105","649","","0","Accessories","11","","0","","0","","0","","","","https://unisonlabel.com/","https://unisonlabel.com/","","","","","","2549783","895299","461","130","3.546","61.379","Normal","0.133","0","1","","2","1","0","1.230","99","77","0","0","0","0","","","","","86dc02fab8859513d97512cc9b653bde","4.608","","","","","1.1","https://unisonlabel.com/collections/woman-accessories-jewellery","2024-11-30 15:21:28"
"https://www.tipperarycrystal.ie/jewellery/","https://www.tipperarycrystal.ie/jewellery/","text/html; charset=UTF-8","200","OK","Indexable","","Women's Jewellery Ireland | Gold & Silver | Tipperary Crystal","61","525","","0","0","Explore our range of Women's Jewellery, featuring necklaces, earrings, bracelets, and watches. Available in dazzling varieties of gold and silver from Tipperary.","161","977","","0","0","Tipperary, tipperary crystal, crystal, irish crystal, crystal, ireland, gifts, glassware, stemware, chandeliers, trophies, crystal trophy, crystal glass","152","","0","","0","Filters","7","Refine by","9","","","","https://www.tipperarycrystal.ie/jewellery/","","https://www.tipperarycrystal.ie/jewellery/?page=2","","","","","566051","63546","728","314","2.318","88.622","Easy","1.359","0","1","","7","1","0","1.230","267","212","0","3","3","0","","","","","c04d89eaadcbb42a76b1737a19f7dd77","1.291","","","","","1.1","https://www.tipperarycrystal.ie/jewellery/","2024-11-30 15:20:57"
"https://www.cartier.com/en-gb/jewellery/collection-jewellery","https://www.cartier.com/en-gb/jewellery/collection-jewellery","text/html; charset=utf-8","200","OK","Indexable","","Fine jewellery for women online - Cartier","41","353","","0","0","Find out more about all fine jewellery collections Cartier designed for women: rings, necklaces, bracelets…","107","653","","0","0","","0","Collection Jewellery","20","","0","Shopping Bag ( )","16","Start products area","19","","","","https://www.cartier.com/en-gb/jewellery/collection-jewellery","","","","","","","347097","43203","824","192","4.292","98.269","Very Easy","1.444","0","2","","3","1","0","1.230","85","51","0","10","10","0","","","","","ddc4bc93d5f91436d2f042a25cb3ddc7","1.568","","","","","1.1","https://www.cartier.com/en-gb/jewellery/collection-jewellery","2024-11-30 15:21:20"
"https://www.caratlane.com/jewellery/for+women.html","https://www.caratlane.com/jewellery/for+women.html","text/html; charset=utf-8","200","OK","Indexable","","Buy Jewellery For Women Designs Online | CaratLane","50","472","","0","0","Shop Our Collection Of Beautiful Women’s Jewellery Designs. Choose From A Variety Of Gold And Diamond Earrings, Rings, Bracelets, And Necklaces For Girls  To Find The Perfect Accessory.","185","1177","","0","0","Online Jewellery For Women","26","Jewellery For Women","19","","0","Sort Designs By","15","The Endless Assembly of Fascinating Charms for Women","52","INDEX,FOLLOW","","","https://www.caratlane.com/jewellery/for+women.html","","https://www.caratlane.com/jewellery/for+women.html?baseOffset=20","","","","","1289217","140340","2289","633","3.616","89.995","Easy","1.046","0","1","","1","1","0","1.230","281","260","0","8","8","0","","","","","4787f41f77c0485494b8b336b1e2541a","1.291","","","","","1.1","https://www.caratlane.com/jewellery/for+women.html","2024-11-30 15:21:13"
"https://www.cernucci.com/collections/womens-bundles","https://www.cernucci.com/collections/womens-bundles","text/html; charset=utf-8","200","OK","Indexable","","Women's Jewellery Bundles
        
        
          – Cernucci","64","349","","0","0","Looking for a real statement look? We've got you patterned with our sets and bundles. Save with our bundles and shine twice as hard!","132","825","","0","0","","0","","0","","0","5mm Tennis Gift Set - White","27","Black and Iced Enamel Gift Set - Gold","37","","","","https://www.cernucci.com/collections/womens-bundles","","","","","","","638331","132336","1358","363","3.741","100.000","Very Easy","2.274","0","1","","13","1","0","1.230","353","195","0","6","6","0","","","","","39bfe68d3eb1cde8292412ad10c65478","1.096","","","","","1.1","https://www.cernucci.com/collections/womens-bundles","2024-11-30 15:21:08"
"https://www.armani.com/en-us/emporio-armani/woman/accessories/jewellery/","https://www.armani.com/en-us/emporio-armani/woman/accessories/jewellery/","text/html;charset=utf-8","200","OK","Indexable","","Jewelry - Women's Accessories | Emporio Armani","46","435","","0","0","Discover all women's jewelry by Emporio Armani. Pendants, necklaces, rings, earrings, and bracelets: touches of light to enhance the femininity of any woman.","157","977","","0","0","","0","","0","","0","THE FALL/WINTER 2024 JEWELLERY COLLECTION","41","WOMEN’S JEWELLERY","17","all","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","https://www.armani.com/en-us/emporio-armani/woman/accessories/jewellery/","","","","","","","973119","145490","718","174","4.126","85.291","Easy","0.542","0","5","","1","1","0","1.230","88","56","0","6","6","0","","","","","7136df38108ef6ac6c67752c6dd04dc7","0.624","","","","","1.1","https://www.armani.com/en-us/emporio-armani/woman/accessories/jewellery/","2024-11-30 15:21:14"
"https://www.jwanderson.com/us/shopping/woman/accessories-jewellery","https://www.jwanderson.com/us/shopping/woman/accessories-jewellery","text/html; charset=UTF-8","403","Forbidden","Non-Indexable","Client Error","","0","0","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","","","","","0.000","0","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.886","","","","","1.1","https://www.jwanderson.com/us/shopping/woman/accessories-jewellery","2024-11-30 15:20:53"
"https://www.frenchconnection.com/collections/womens-jewellery","https://www.frenchconnection.com/collections/womens-jewellery","text/html; charset=utf-8","200","OK","Indexable","","Women's Jewellery | French Connection UK","40","384","","0","0","Discover elegant women's jewellery to elevate every outfit. From statement pieces to timeless classics, find the perfect accessory for any occasion.","148","910","","0","0","","0","Women's Jewellery","17","","0","","0","","0","","","","https://www.frenchconnection.com/collections/womens-jewellery","","https://www.frenchconnection.com/collections/womens-jewellery?page=2","","","","","362493","65924","586","132","4.439","65.612","Normal","2.215","0","1","","12","1","0","1.230","291","180","0","9","9","0","","","","","79bc9ad40af582a6b894aa7abd1373c5","0.705","","","","","1.1","https://www.frenchconnection.com/collections/womens-jewellery","2024-11-30 15:21:17"
"https://www.allsaints.com/women/jewellery","https://www.allsaints.com/women/jewellery","text/html;charset=UTF-8","200","OK","Indexable","","Women's Jewellery & Sets | Earrings & Necklaces | ALLSAINTS","59","550","","0","0","Shop women's jewellery & jewellery sets at ALLSAINTS today. Discover our latest women's bracelets, earrings & necklaces with free UK delivery & returns.","152","948","","0","0","ALLSAINTS","9","Women's Jewellery","17","","0","55 Items","8","Oops...","7","index,follow","","","https://www.allsaints.com/women/jewellery","","https://www.allsaints.com/women/jewellery?start=48&sz=48","","","","","1726599","97761","1191","425","2.802","100.000","Very Easy","0.847","0","1","","7","1","0","1.230","574","376","0","13","13","0","","","","","83261b0ea212477bc58d76694c3ff6b0","2.301","","","","","1.1","https://www.allsaints.com/women/jewellery","2024-11-30 15:20:49"
"https://www.alexandermcqueen.com/en-US/ca/women/jewellery","https://www.alexandermcqueen.com/en-US/ca/women/jewellery","","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","","","","","0.000","0","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.929","","https://www.alexandermcqueen.com/en-us/ca/women/jewellery","HTTP Redirect","","1.1","https://www.alexandermcqueen.com/en-US/ca/women/jewellery","2024-11-30 15:21:24"
"https://www.holzkern.com/en/shop/jewellery/women.html","https://www.holzkern.com/en/shop/jewellery/women.html","text/html; charset=UTF-8","200","OK","Indexable","","Women's Jewellery | Holzkern | Dreamlike pieces of jewellery from nature","72","642","","0","0","We are sincerely overjoyed to present you our unique jewellery collections. Choose from these unique combinations of wood and stone and be enchanted by our special designs.","172","1097","","0","0","","0","JEWELLERY FOR HER","17","","0","","0","","0","INDEX, FOLLOW","","","https://www.holzkern.com/en/shop/jewellery/women.html","","","","","","","609919","47809","882","370","2.384","99.864","Very Easy","1.186","0","3","","51","1","0","1.230","402","154","0","6","6","0","","","","","9fb2654b881d57064efe30c493839af5","0.798","","","","","1.1","https://www.holzkern.com/en/shop/jewellery/women.html","2024-11-30 15:21:25"
"https://www.katespade.co.uk/shop/jewellery/view-all","https://www.katespade.co.uk/shop/jewellery/view-all","text/html; charset=utf-8","200","OK","Indexable","","Women's Designer Jewellery | Kate Spade UK","42","399","","0","0","Accentuate your look with our selection of designer jewellery. Huggie earrings, statement necklaces, and more. Free shipping on orders over 150!","144","898","","0","0","","0","Jewellery","9","","0","A Sparkling Touch","17","Color","5","index, follow,max-image-preview:large","","","https://www.katespade.co.uk/shop/jewellery/view-all","","https://www.katespade.co.uk/shop/jewellery/view-all?page=2&startFrom=2","","","","","812192","106569","558","141","3.957","84.560","Easy","0.438","0","2","","3","1","0","1.230","63","40","0","0","0","0","","","","","6dbfe2bf246176948b4ec9d07e99a450","1.604","Sat, 30 Nov 2024 08:32:22 GMT","","","","1.1","https://www.katespade.co.uk/shop/jewellery/view-all","2024-11-30 15:21:04"
"https://nevaeh-store.com/collections/womens-jewellery","https://nevaeh-store.com/collections/womens-jewellery","text/html; charset=utf-8","200","OK","Indexable","","Women's Jewellery – Nevaeh","26","261","","0","0"," ","1","0","","0","0","","0","Women's Jewellery","17","","0","MYSTERY BOX - 20 PIECES","23","My Jewellery Box - Any 7 Pieces","31","","","","https://nevaeh-store.com/collections/womens-jewellery","","https://nevaeh-store.com/collections/womens-jewellery?page=2","","","","","2338936","262877","2765","778","3.554","87.511","Easy","0.779","0","1","","15","1","0","1.230","246","105","0","3","2","0","","","","","94fa403a10c66fee47c97d421f972758","0.294","","","","","1.1","https://nevaeh-store.com/collections/womens-jewellery","2024-11-30 15:21:00"
"https://www.macys.com/shop/jewelry-watches/all-fine-jewelry/Gender/Women?id=65993","https://www.macys.com/shop/jewelry-watches/all-fine-jewelry/Gender/Women?id=65993","","302","Moved Temporarily","Non-Indexable","Redirected","","0","0","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","","","","","0.000","0","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.432","","https://www.macys.com/shop/jewelry-watches/all-fine-jewelry/Gender/Women?id=65993","HTTP Redirect","","1.1","https://www.macys.com/shop/jewelry-watches/all-fine-jewelry/Gender/Women?id=65993","2024-11-30 15:21:10"
"https://www.amazon.com.au/Women-Jewellery/b?ie=UTF8&node=5130784051","https://www.amazon.com.au/Women-Jewellery/b?ie=UTF8&node=5130784051","text/html;charset=UTF-8","200","OK","Indexable","","Amazon.com.au : Women's Jewellery","33","331","","0","0","","0","0","","0","0","","0","1-48 of over 30,000 results for ""Women's Jewellery"" Sort by: Featured Price: Low to high Price: High to low Avg. Customer review Newest arrivals Best Sellers Sort by:Featured Go","177","","0","Results","7","GUESS","5","","","","","","","","","","","956459","137720","1926","638","3.019","91.015","Very Easy","1.231","0","1","","6","1","0","1.230","441","341","0","6","6","0","","","","","c9bc78bdb0bc6c04a14bf7ec6be9e62c","0.926","","","","","1.1","https://www.amazon.com.au/Women-Jewellery/b?ie=UTF8&node=5130784051","2024-11-30 15:21:00"
"https://ro.calvinklein.com/womens-jewellery","https://ro.calvinklein.com/womens-jewellery","","0","Connection Timeout","Non-Indexable","No Response","","0","0","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","","","","","0.000","0","0","","0","0","0","0.000","0","0","0","0","0","0","","","","","","","","","","","","https://ro.calvinklein.com/womens-jewellery","2024-11-30 15:21:24"
"https://www.beaverbrooks.co.uk/jewellery/ladies-jewellery","https://www.beaverbrooks.co.uk/jewellery/ladies-jewellery","text/html; charset=utf-8","200","OK","Indexable","","Women's Jewellery | Luxury Ladies’ Jewellery UK | Designer Jewellery | Beaverbrooks","83","747","","0","0","Browse ladies jewellery from designer brands like Gucci, Swarovski, and more. Shop the range at Beaverbrooks. Free UK delivery available.","137","851","","0","0","","0","Ladies' Jewellery","17","","0","Discover how to stack your jewellery with our guide","51","use FRIYAY10 for 10% off almost everything","42","index,follow","","","https://www.beaverbrooks.co.uk/jewellery/ladies-jewellery","","","","","","","632292","56005","1636","540","3.030","85.341","Easy","4.319","0","1","","1","1","0","1.230","664","384","0","8","4","0","","","","","fe9e42e936f7a6cc30a501ed99bc3bb2","0.736","","","","","1.1","https://www.beaverbrooks.co.uk/jewellery/ladies-jewellery","2024-11-30 15:21:23"
"https://www.weekday.com/en-ww/c/women/jewellery/","https://www.weekday.com/en-ww/c/women/jewellery/","text/html","403","Forbidden","Non-Indexable","Client Error","","0","0","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","413","413","0","","","","","0.000","0","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.899","","","","","1.1","https://www.weekday.com/en-ww/c/women/jewellery/","2024-11-30 15:21:00"
