"Original Url","Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Title 2","Title 2 Length","Title 2 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H1-2","H1-2 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","Meta Robots 2","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","Canonical Link Element 2","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Transferred (bytes)","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Similarity Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","HTTP Version","URL Encoded Address","Crawl Timestamp"
"https://criquetshirts.com/collections/collared-sweatshirt","https://criquetshirts.com/collections/collared-sweatshirt","text/html; charset=utf-8","200","OK","Indexable","","Collared Sweatshirt
 – Criquet Shirts","37","316","","0","0","","0","0","","0","Collared Sweatshirt","19","","0","Item added to your cart","23","Filter","6","","","","","https://criquetshirts.com/collections/collared-sweatshirt","","","","","","","872202","117399","487","194","2.510","100.000","Very Easy","0.454","0","1","","16","1","0","1.120","198","98","0","6","6","0","","","","","c08dc318099e1331fe273d0ce6277088","0.644","","","","","1.1","https://criquetshirts.com/collections/collared-sweatshirt","2024-11-26 00:54:24"
"https://www.hiddenvalley.com/ranch-shop-products/ranch-crewneck-sweatshirt/","https://www.hiddenvalley.com/ranch-shop-products/ranch-crewneck-sweatshirt/","text/html; charset=UTF-8","200","OK","Indexable","","Hidden Valley® Ranch Crewneck | Hidden Valley® Ranch","52","502","","0","0","Show what team you’re on.","25","167","","0","Hidden Valley® Ranch Crewneck","29","","0","You’ll Love These","17","Dip It! Dunk It! Drizzle It?","28","max-image-preview:large","","","","https://www.hiddenvalley.com/ranch-shop-products/ranch-crewneck-sweatshirt/","","","","","","","720891","89867","1574","436","3.610","85.569","Easy","1.747","0","2","","14","1","0","1.120","216","90","0","38","23","0","","","","","5ff8671c75fa409edd4e2680722676ba","4.785","","","","","1.1","https://www.hiddenvalley.com/ranch-shop-products/ranch-crewneck-sweatshirt/","2024-11-26 00:54:30"
"https://draperjames.com/products/natalie-sweatshirt-in-navy-gingham","https://draperjames.com/products/natalie-sweatshirt-in-navy-gingham","text/html; charset=utf-8","200","OK","Indexable","","Natalie Sweatshirt in Gingham – Draper James","44","413","","0","0","Our best-selling Gingham Sweatshirt balances ease and comfort with a polished look. Easy and lightweight, this top gives you endless styling options: dressed down with jeans, paired with skirts and layered with jewelry, or the perfect hint of print thrown over your shoulders. The classic check plaid has year-round vers","320","1964","","0","Natalie Sweatshirt in Gingham","29","","0","Recently Viewed Products","24","Welcome, y'all!","15","","","","","https://draperjames.com/products/natalie-sweatshirt-in-navy-gingham","","","","","","","409553","69429","1283","455","2.820","100.000","Very Easy","2.547","0","1","","26","1","0","1.120","351","112","0","6","6","0","","","","","4355ca2d30dd5e9aa3c9de0b3c9ef042","1.173","","","","","1.1","https://draperjames.com/products/natalie-sweatshirt-in-navy-gingham","2024-11-26 00:54:40"
"https://www.clarev.com/collections/sweatshirts","https://www.clarev.com/collections/sweatshirts","text/html; charset=utf-8","200","OK","Indexable","","Sweatshirts
     – Clare V.","27","196","","0","0","","0","0","","0","Sweatshirts Clear All","21","Filter & Sort","13","Compare our Sweatshirts","23","Trackhouse Sweatshirt","21","","","","","https://www.clarev.com/collections/sweatshirts","","","","","","","1412134","165373","2016","815","2.474","100.000","Very Easy","1.560","0","1","","398","1","0","1.120","713","117","0","14","8","0","","","","","18d3a3f0ea91bee9aa0ad11ee8ea5ded","1.651","","","","","1.1","https://www.clarev.com/collections/sweatshirts","2024-11-26 00:54:40"
"https://aliyawanek.com/collections/sweatshirts","https://aliyawanek.com/collections/sweatshirts","text/html; charset=utf-8","200","OK","Indexable","","Sweatshirts

        – ALIYA WANEK","34","256","","0","0","Made from organic cotton/hemp blend fabric. Dyed locally in the Bay Area.","73","461","","0","","0","","0","","0","","0","","","","","https://aliyawanek.com/collections/sweatshirts","","","","","","","234120","35594","125","47","2.660","100.000","Very Easy","0.657","0","1","","1","1","0","1.120","47","32","0","4","4","0","","","","","56a206b8393363f2f9bae311546f6592","0.810","","","","","1.1","https://aliyawanek.com/collections/sweatshirts","2024-11-26 00:54:33"
"https://spiritshop.marquette.edu/mens-sweatshirts-s/107.htm","https://spiritshop.marquette.edu/mens-sweatshirts-s/107.htm","text/html; Charset=UTF-8","200","OK","Indexable","","Official Marquette Men's Sweatshirts, Fleece & Hoodies","54","489","","0","0","Stay warm & cozy in premium Marquette University men's sweatshirts this winter. Shop our hoodie inventory now and save big!","123","784","","0","Marquette Men's Sweatshirts & Hoodies","37","","0","","0","","0","index, follow","INDEX, FOLLOW","","","https://spiritshop.marquette.edu/mens-sweatshirts-s/107.htm","","","","","","","79284","13913","360","101","3.564","80.312","Easy","4.649","0","1","","4","1","0","1.120","99","74","0","5","5","0","","","","","d462931e7c2722b214f4b54f672589d1","1.569","","","","","1.1","https://spiritshop.marquette.edu/mens-sweatshirts-s/107.htm","2024-11-26 00:54:30"
"https://shop6666ranch.com/collections/m-sweatshirts","https://shop6666ranch.com/collections/m-sweatshirts","text/html; charset=utf-8","200","OK","Indexable","","6666 Ranch Men's Sweatshirts
– Shop 6666 Ranch","46","452","","0","0","6666 Ranch Men's Sweatshirts, Clothing, and Apparel","51","331","","0","Men's Sweatshirts","17","","0","Official Shop of the 6666 Ranch.","32","","0","","","","","https://shop6666ranch.com/collections/m-sweatshirts","","","","","","","158726","33026","430","171","2.515","100.000","Very Easy","2.017","0","1","","3","1","0","1.120","134","67","0","17","13","0","","","","","844bb90744fb4b04ccb6b4900ef2bd68","0.778","","","","","1.1","https://shop6666ranch.com/collections/m-sweatshirts","2024-11-26 00:54:25"
"https://www.heyjunehandmade.com/product/sitka-sweatshirt/","https://www.heyjunehandmade.com/product/sitka-sweatshirt/","text/html; charset=UTF-8","200","OK","Indexable","","Sitka Sweatshirt - Hey June Handmade","36","343","","0","0","A shrunken crew-neck sweatshirt in three views with chevron pieced colorblocking in sizes 0 - 30","96","600","","0","Sitka Sweatshirt","16","","0","Nav Social Menu","15","Additional information","22","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","https://www.heyjunehandmade.com/product/sitka-sweatshirt/","","","","","","","259037","42103","777","155","5.013","87.858","Easy","1.897","0","2","","13","1","0","1.120","87","51","0","5","5","0","","","","","edf9b7532b63ef8d5e1a0faee8d11d26","1.539","Mon, 25 Nov 2024 16:08:38 GMT","","","","1.1","https://www.heyjunehandmade.com/product/sitka-sweatshirt/","2024-11-26 00:54:28"
"https://www.llbeanbusiness.com/clothing/sweatshirts-and-fleece/","https://www.llbeanbusiness.com/clothing/sweatshirts-and-fleece/","text/html;charset=UTF-8","200","OK","Indexable","","Sweatshirts & Fleece | L.L.Bean for Business","44","391","","0","0","Outfit your entire team in soft and durable sweatshirts, quilted sweatshirts and fleece jackets. Personalize with your logo.","124","749","L.L.Bean","8","Sweatshirts & Fleece (23)","25","","0","Search Results","14","Filter by","9","","","","","https://www.llbeanbusiness.com/clothing/sweatshirts-and-fleece/","","","","","","","317823","26219","572","174","3.287","89.170","Easy","1.933","0","2","","10","1","0","1.120","267","196","0","4","3","0","","","","","69df487294864f10eb12a4370da0e67b","1.184","","","","","1.1","https://www.llbeanbusiness.com/clothing/sweatshirts-and-fleece/","2024-11-26 00:54:55"
"https://shop.millerlite.com/collections/sweatshirts","https://shop.millerlite.com/collections/sweatshirts","text/html; charset=utf-8","200","OK","Indexable","","SWEATSHIRTS–
    Miller Lite Shop","35","293","","0","0","","0","0","","0","GET 15% OFF YOUR FIRST ORDER","28","","0","PLEASE ENTER DOB","16","","0","","","","","https://shop.millerlite.com/collections/sweatshirts","","https://shop.millerlite.com/collections/sweatshirts?page=2","","","","","195765","34877","455","159","2.862","100.000","Very Easy","1.597","0","1","","6","1","0","1.120","119","78","0","16","9","0","","","","","aad05a989b2fe8f0cfae2a9c9ac0d8be","0.727","","","","","1.1","https://shop.millerlite.com/collections/sweatshirts","2024-11-26 00:54:27"
"https://hufworldwide.com/collections/mens-hoodies-and-fleece","https://hufworldwide.com/collections/mens-hoodies-and-fleece","text/html; charset=utf-8","200","OK","Indexable","","Hoodies & Sweatshirts – HUF Worldwide","37","359","","0","0","","0","0","","0","Hoodies & Sweatshirts","21","","0","","0","","0","","","","","https://hufworldwide.com/collections/mens-hoodies-and-fleece","","https://hufworldwide.com/collections/mens-hoodies-and-fleece?page=2","","","","","299890","38148","441","141","3.128","100.000","Very Easy","0.771","0","1","","4","1","0","1.120","111","63","0","11","7","0","","","","","1d05a605f57229c8726a48aab19de134","0.728","","","","","1.1","https://hufworldwide.com/collections/mens-hoodies-and-fleece","2024-11-26 00:54:36"
"https://www.instagram.com/earlsweatshirts/?hl=en","https://www.instagram.com/earlsweatshirts/?hl=en","text/html; charset=""utf-8""","200","OK","Non-Indexable","Canonicalised","Earl Sweatshirt (@earlsweatshirts) • Instagram photos and videos","64","577","","0","0","111K Followers, 28 Following, 26 Posts - Earl Sweatshirt (@earlsweatshirts) on Instagram: ""Fan of the Art
Mr. Earlybird""","120","736","","0","","0","","0","","0","","0","noarchive, noimageindex","","","","https://www.instagram.com/earlsweatshirts/","","","","","","","558378","118490","0","","","","","0.000","0","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","b046f051d931a90a69ea674622d6b868","0.600","","","","","1.1","https://www.instagram.com/earlsweatshirts/?hl=en","2024-11-26 00:54:48"
"https://www.russellathletic.com/men/fleece/dri-power-fleece-crew-sweatshirt/698HBM1.html","https://www.russellathletic.com/men/fleece/dri-power-fleece-crew-sweatshirt/698HBM1.html","text/html;charset=UTF-8","200","OK","Indexable","","Dri-Power® Fleece Crew Sweatshirt","33","316","","0","0","We know Sweatshirts. We've been making them for more than 90 Years. This timeless athletic staple is made with medium-weight fleece, featuring Dri-Power® moisture wicking technology to keep body heat in so you can stay warm and dry. Ribbed waistband and cuffs provide a comfortable, secure fit. V-notch at the crew neck adds a touch of old-school, modern detail.","362","2291","","0","Dri-Power® Fleece Crew Sweatshirt","33","","0","Price","5","Color:","6","","","","","https://www.russellathletic.com/men/fleece/dri-power-fleece-crew-sweatshirt/698HBM1.html","","","","","","","139096","26143","819","177","4.627","94.916","Very Easy","4.869","0","3","","13","1","0","1.120","118","87","0","20","17","0","","","","","f8dc7eee6452048c9298f603833434ad","1.065","","","","","1.1","https://www.russellathletic.com/men/fleece/dri-power-fleece-crew-sweatshirt/698HBM1.html","2024-11-26 00:54:35"
"https://www.sanmar.com/p/4180_AthlHthr","https://www.sanmar.com/p/4180_AthlHthr","text/html;charset=UTF-8","200","","Indexable","","Port & Company  Core Fleece Pullover Hooded Sweatshirt | Product | SanMar","73","672","","0","0","","0","0","","0","Port & Company® Core Fleece Pullover Hooded Sweatshirt","54","","0","Brands","6","T-Shirts","8","no-index,follow","","","","","","","","","","","252732","41544","1587","406","3.909","96.145","Very Easy","5.418","0","1","","26","1","0","1.120","515","398","0","5","5","0","","","","","24cc61873d1fe7625bf3adfaed2f682d","1.505","","","","","1.1","https://www.sanmar.com/p/4180_AthlHthr","2024-11-26 00:54:33"
"https://bronsonshop.com/collections/sweatshirts-hoodies","https://bronsonshop.com/collections/sweatshirts-hoodies","text/html; charset=utf-8","200","OK","Indexable","","Choose Vintage Sweatshirts and Hoodies for Men
– Bronson Mfg. Co.","65","617","","0","0","Discover high-quality men's vintage sweatshirts and hoodies, overweight hoodies for men now. You'll find items inspired by old-time military & motorcycle styles.","161","994","","0","Sweatshirts & Hoodies","21","","0","Currency","8","Your cart","9","","","","","https://bronsonshop.com/collections/sweatshirts-hoodies","","https://bronsonshop.com/collections/sweatshirts-hoodies?page=2","","","","","692961","75431","1319","556","2.372","100.000","Very Easy","1.310","0","1","","107","1","0","1.120","287","74","0","5","3","0","","","","","bf144630f18a5ce205908ff225522d76","0.570","","","","","1.1","https://bronsonshop.com/collections/sweatshirts-hoodies","2024-11-26 00:54:47"
"https://kimesranch.com/products/mens-sweatshirt-filmore","https://kimesranch.com/products/mens-sweatshirt-filmore","text/html; charset=utf-8","200","OK","Indexable","","Filmore Sweatshirt - Mens Sweatshirt - Kimes Ranch | Kimes Ranch","64","590","","0","0","Fabric: 65% Cotton/35% Polyester Fit: Fleece Solid Pullover Details: Rib Collar And Quarter Zip Placket. Large Embroidery Application At Front Chest And Pouch Front Pocket. Note: Discounted colors are Final Sale. Final Sale items are ineligible for returns or exchanges. ","271","1655","","0","Filmore Sweatshirt","18","","0","You may also like","17","Customer Reviews","16","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","https://kimesranch.com/products/mens-sweatshirt-filmore","","","","","","","275262","48121","292","111","2.631","94.359","Very Easy","0.968","0","1","","5","1","0","1.120","77","40","0","7","7","0","","","","","6d961ef77ef21292a401566da8f8510b","0.891","","","","","1.1","https://kimesranch.com/products/mens-sweatshirt-filmore","2024-11-26 00:54:24"
"https://www.outerknown.com/collections/mens-sweatshirts","https://www.outerknown.com/collections/mens-sweatshirts","text/html; charset=utf-8","200","OK","Indexable","","Men's Sweatshirts | Loungewear","30","286","","0","0","Outerknown is a coastal-minded clothing brand that explores the connections between style and sustainability. Clean design. Responsible Innovation. Free shipping on all orders over $125 (U.S only).","197","1229","","0","Your Cart is Empty","18","Translation missing: en.sections.collection_template.title: Men's Sweatshirts","77","Item added to your cart","23","","0","","","","","https://www.outerknown.com/collections/mens-sweatshirts","","","","","","","712910","83432","584","192","3.042","80.469","Easy","2.272","0","1","","213","1","0","1.120","487","116","0","6","6","0","","","","","d8804d79351d2b43405dd908ec27563","1.047","","","","","1.1","https://www.outerknown.com/collections/mens-sweatshirts","2024-11-26 00:54:28"
"https://shop.ocasiocortez.com/products/tax-the-rich-sweatshirt","https://shop.ocasiocortez.com/products/tax-the-rich-sweatshirt","text/html; charset=utf-8","200","OK","Indexable","","Tax the Rich Sweatshirt – Official AOC Shop","43","390","","0","0","As complained about on Fox News Made in USA Union printed 80% cotton / 20% polyester Designed by Jordan Rosenberg","113","757","","0","Tax the Rich Sweatshirt","23","","0","Size Chart","10","Categories","10","","","","","https://shop.ocasiocortez.com/products/tax-the-rich-sweatshirt","","","","","","","126987","29025","163","45","3.622","100.000","Very Easy","1.748","0","1","","7","1","0","1.120","73","34","0","16","7","0","","","","","e3fdc55b767dca61551f3e44ee185bb0","0.618","","","","","1.1","https://shop.ocasiocortez.com/products/tax-the-rich-sweatshirt","2024-11-26 00:54:29"
"https://megamart.subpop.com/collections/sweatshirts","https://megamart.subpop.com/collections/sweatshirts","text/html; charset=utf-8","200","OK","Indexable","","Sweatshirts – Sub Pop Mega Mart","31","303","","0","0","","0","0","","0","Sweatshirts","11","","0","","0","","0","","","","","https://megamart.subpop.com/collections/sweatshirts","","","","","","","171220","24225","236","97","2.433","100.000","Very Easy","1.455","0","1","","4","1","0","1.120","118","75","0","7","7","0","","","","","b4aa633386323598c543c6b68a39f572","0.891","","","","","1.1","https://megamart.subpop.com/collections/sweatshirts","2024-11-26 00:54:33"
"https://shop-t1-na.gg/collections/hoodies-sweatshirts","https://shop-t1-na.gg/collections/hoodies-sweatshirts","text/html; charset=utf-8","200","OK","Indexable","","HOODIES & SWEATSHIRTS – T1 Shop","31","337","","0","0","","0","0","","0","HOODIES & SWEATSHIRTS","21","","0","T1 Hwarang Zip-Up Hoodie","24","T1 x NIKE Hoodie - White","24","","","","","https://shop-t1-na.gg/collections/hoodies-sweatshirts","","https://shop-t1-na.gg/collections/hoodies-sweatshirts?page=2","","","","","346175","55263","139","65","2.138","100.000","Very Easy","0.491","0","1","","3","1","0","1.120","96","51","0","11","6","0","","","","","a0b303c61ac49cca7695783e331eb2b7","0.567","","","","","1.1","https://shop-t1-na.gg/collections/hoodies-sweatshirts","2024-11-26 00:54:44"
"https://shop.spacex.com/products/unisex-x-collection-sweatshirt","https://shop.spacex.com/products/unisex-x-collection-sweatshirt","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","","0","0","0","","","","","0.000","0","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.598","","","","","1.1","https://shop.spacex.com/products/unisex-x-collection-sweatshirt","2024-11-26 00:54:29"
"https://www.alphabroder.com/product/g185/gildan-adult-heavy-blend-hooded-sweatshirt.html","https://www.alphabroder.com/product/g185/gildan-adult-heavy-blend-hooded-sweatshirt.html","text/html; charset=UTF-8","403","Forbidden","Non-Indexable","Client Error","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","","0","0","0","","","","","0.000","0","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.494","","","","","1.1","https://www.alphabroder.com/product/g185/gildan-adult-heavy-blend-hooded-sweatshirt.html","2024-11-26 00:54:30"
"https://heatwavevisual.com/collections/sweatshirts","https://heatwavevisual.com/collections/sweatshirts","text/html; charset=utf-8","200","OK","Indexable","","Heatwave Sweatshirts & Jackets","30","290","","0","0","Pick up a popular Heatwave Sweatshirt here online with free shipping to the U.S. The Heat Wave USA Speed sweat shirt features a red, white & blue print palm tree logo.","167","1036","","0","","0","","0","HEAT WAVE VISUAL®","17","EZ-RETURNS & WARRANTY","21","","","","","https://heatwavevisual.com/collections/sweatshirts","","","","","","","303681","45953","1329","306","4.343","93.255","Very Easy","2.963","0","1","","4","1","0","1.120","115","56","0","16","6","0","","","","","d104726dae007635f282207fb1ebce9d","0.940","","","","","1.1","https://heatwavevisual.com/collections/sweatshirts","2024-11-26 00:54:43"
"https://www.costco.com/jachs-men's-sweatshirt.product.4000258008.html","https://www.costco.com/jachs-men's-sweatshirt.product.4000258008.html","text/html","403","Forbidden","Non-Indexable","Client Error","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","","440","440","0","","","","","0.000","0","0","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.765","","","","","1.1","https://www.costco.com/jachs-men's-sweatshirt.product.4000258008.html","2024-11-26 00:54:41"
"https://www.katespadeoutlet.com/products/coffee-cup-sweatshirt/KG119.html","https://www.katespadeoutlet.com/products/coffee-cup-sweatshirt/KG119.html","text/html; charset=utf-8","200","OK","Indexable","","Coffee Cup Sweatshirt | Kate Spade Outlet","41","373","","0","0","Dressed up with a skirt or kept casual with jeans, we think it's the perfect way to top off your outfit.","104","610","","0","Coffee Cup Sweatshirt","21","","0","Product Details","15","Editor's Notes","14","index, follow, max-image-preview:large","","","","https://www.katespadeoutlet.com/products/coffee-cup-sweatshirt/KG119.html","","","","","","","624513","90399","174","75","2.320","91.194","Very Easy","0.182","0","2","","0","0","0","0.000","19","17","0","0","0","0","","","","","26450bbdac8479b3ae8f70b6161f7bde","2.126","Mon, 25 Nov 2024 10:48:58 GMT","","","","1.1","https://www.katespadeoutlet.com/products/coffee-cup-sweatshirt/KG119.html","2024-11-26 00:54:53"
"https://open.spotify.com/artist/3A5tHz1SfngyOZM2gItYKu","https://open.spotify.com/artist/3A5tHz1SfngyOZM2gItYKu","text/html; charset=utf-8","200","OK","Indexable","","Earl Sweatshirt | Spotify","25","209","","0","0","Listen to Earl Sweatshirt on Spotify. Artist · 3M monthly listeners.","68","402","","0","","0","","0","","0","","0","","","","","https://open.spotify.com/artist/3A5tHz1SfngyOZM2gItYKu","","","","","","","10715","3448","0","","","","","0.000","0","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","792c472189aa134547d3d9ee08efd5be","0.840","","","","","1.1","https://open.spotify.com/artist/3A5tHz1SfngyOZM2gItYKu","2024-11-26 00:54:26"
"https://athleta.gap.com/browse/product.do?pid=659287352","https://athleta.gap.com/browse/product.do?pid=659287352","text/html; charset=utf-8","200","OK","Indexable","","Coaster Luxe Recover Sweatshirt | Athleta","41","371","","0","0","Shop Athleta's Coaster Luxe Recover Sweatshirt: Your favorite CYA sweatshirt, now with revamped finishes, stay-closed thumbholes, and a crew neckline, FOR: Lounge and restoration, FEEL: Super-soft Brushed Nirvana is extra cozy, Thumbholes hold sleeves in place and keep you warm, Slits on side for easier mobility, #659287","322","2023","","0","Coaster Luxe Recover Sweatshirt","31","Coaster Luxe Recover Sweatshirt","31","Product Selections","18","On $50+ for Rewards Members","27","max-image-preview:standard","","","","https://athleta.gap.com/browse/product.do?pid=659287352","","","","","","","972806","129463","363","105","3.457","88.195","Easy","0.214","0","1","","4","1","0","1.120","38","34","0","0","0","0","","","","","35e49fb5bbd4c99744eaaa73f54454c9","2.193","","","","","1.1","https://athleta.gap.com/browse/product.do?pid=659287352","2024-11-26 00:54:37"
"https://mythical.com/collections/sweatshirts","https://mythical.com/collections/sweatshirts","text/html; charset=utf-8","200","OK","Indexable","","SWEATSHIRTS
– Mythical Store","28","284","","0","0","Mythical Store","14","89","","0","","0","","0","Your cart","9","Filter","6","","","","","https://mythical.com/collections/sweatshirts","","","","","","","557354","74433","681","261","2.609","100.000","Very Easy","2.017","0","1","","195","1","0","1.120","462","72","0","18","14","0","","","","","dc8e4b7a31db0afb3ef9fdce10ac4759","0.856","","","","","1.1","https://mythical.com/collections/sweatshirts","2024-11-26 00:54:54"
"https://www.fleo.com/collections/sweatshirts","https://www.fleo.com/collections/sweatshirts","text/html","200","OK","Indexable","","Sweatshirts","11","105","","0","0","Hooded sweatshirts with a FLEO touch.","37","245","","0","","0","","0","Sweatshirts","11","","0","index,follow","","","","https://www.fleo.com/collections/sweatshirts","","","","","","","1070115","123165","451","234","1.927","100.000","Very Easy","0.638","0","1","","1","1","0","1.120","92","77","0","6","3","0","","","","","340c9346e6ddc1912fb6df8070ac53a7","2.913","","","","","1.1","https://www.fleo.com/collections/sweatshirts","2024-11-26 00:54:35"
"https://www.sewdiy.com/shop/ali-sweatshirt-pdf-pattern","https://www.sewdiy.com/shop/ali-sweatshirt-pdf-pattern","text/html;charset=utf-8","200","OK","Indexable","","Ali Sweatshirt PDF Pattern — Sew DIY","36","332","","0","0","Beginner friendly cropped sweatshirt pdf sewing pattern with an oversized 
fit, drop-shoulders and dolman sleeves.","115","707","","0","Sew DIY","7","Ali Sweatshirt PDF Pattern","26","You Might Also Like","19","","0","","","","","https://www.sewdiy.com/shop/ali-sweatshirt-pdf-pattern","","","","","","","106072","23028","442","78","5.667","84.710","Easy","3.622","0","1","","3","1","0","1.120","58","35","0","9","9","0","","","","","ff019b5a88ba0d95d7ad91746d06145","0.753","","","","","1.1","https://www.sewdiy.com/shop/ali-sweatshirt-pdf-pattern","2024-11-26 00:54:54"
"https://caseys.ccbrands.com/collections/sweatshirts","https://caseys.ccbrands.com/collections/sweatshirts","text/html; charset=utf-8","200","OK","Indexable","","Sweatshirts
 – Casey's Merchandise Shop","39","365","","0","0","","0","0","","0","Collection: Sweatshirts","23","","0","Item added to your cart","23","Policies","8","","","","","https://caseys.ccbrands.com/collections/sweatshirts","","","","","","","407241","59664","51","13","3.923","81.759","Easy","0.265","0","1","","3","1","0","1.120","55","31","0","1","1","0","","","","","2661dde8073b9697f79234d788793c62","1.048","","","","","1.1","https://caseys.ccbrands.com/collections/sweatshirts","2024-11-26 00:54:31"
"https://www.charlesriverapparel.com/product/9359/Crosswind-Quarter-Zip-Sweatshirt.html","https://www.charlesriverapparel.com/product/9359/Crosswind-Quarter-Zip-Sweatshirt.html","text/html;charset=UTF-8","200","OK","Indexable","","Crosswind Quarter Zip Sweatshirt | Charles River Apparel","56","501","","0","0","Unisex Crosswind Quarter Zip Sweatshirt is a cotton/polyester 1/4 zip for men, women, businesses, and more. Metal zipper and pockets. Shop 9359 now.","148","950","","0","Crosswind Quarter Zip Sweatshirt","32","","0","","0","","0","","","","","","","","","","","","149546","20418","491","129","3.806","81.327","Easy","2.732","0","2","","16","1","0","1.120","180","138","0","5","5","0","","","","","5d60f74baedf9aed65aa567bd58aefa8","1.849","","","","","1.1","https://www.charlesriverapparel.com/product/9359/Crosswind-Quarter-Zip-Sweatshirt.html","2024-11-26 00:54:24"
"https://www2.hm.com/en_us/women/products/hoodies-sweatshirts.html","https://www2.hm.com/en_us/women/products/hoodies-sweatshirts.html","text/html; charset=utf-8","200","OK","Indexable","","Women's Sweatshirts & Hoodies | Zip Up Hoodies | H&M US","55","523","","0","0","Find basic hoodies and graphic sweatshirts for women at H&M. Choose from a range of colors and styles, including oversized and cropped cuts.","140","893","Hoodies & Sweatshirts","21","Hoodies & Sweatshirts","21","","0","Off-the-Shoulder Sweatshirt","27","Sweatshirt","10","","","","","https://www2.hm.com/en_us/women/products/hoodies-sweatshirts.html","","","","","","","2063858","169781","678","302","2.245","100.000","Very Easy","0.250","0","3","","2","1","0","1.120","383","98","0","11","11","0","","","","","521638fe0e78610b4e5f90427db05cc7","1.921","","","","","1.1","https://www2.hm.com/en_us/women/products/hoodies-sweatshirts.html","2024-11-26 00:54:26"
"https://store.philadelphiaeagles.com/philadelphia-eagles-men-sweatshirts-and-fleece/t-92044860+ga-67+d-92004253+z-8-4225700407","https://store.philadelphiaeagles.com/philadelphia-eagles-men-sweatshirts-and-fleece/t-92044860+ga-67+d-92004253+z-8-4225700407","text/html; charset=utf-8","200","OK","Indexable","","Philadelphia Eagles Mens Hoodies, Eagles Sweatshirts, Fleeces | Official Philadelphia Eagles Shop","97","862","","0","0","Shop for Philadelphia Eagles Mens hoodies and sweatshirts and at the Official Online Store of the Eagles. Browse Philadelphia Eagles Shop for the latest Eagles pullovers, hoodies, half-zips and more for men, women, and kids.","224","1388","Philadelphia Eagles Mens Hoodies","32","Philadelphia Eagles Hoodies & Sweatshirts","41","","0","Your Selections","15","Men's Sizes","11","","","","","https://store.philadelphiaeagles.com/philadelphia-eagles-men-sweatshirts-and-fleece/t-92044860+ga-67+d-92004253+z-8-4225700407","","https://store.philadelphiaeagles.com/philadelphia-eagles-men-sweatshirts-and-fleece/t-92044860+ga-67+d-92004253+z-8-4225700407?pageNumber=2","","","","","936285","84216","1859","658","2.825","77.045","Fairly Easy","1.386","0","1","","140","1","0","1.120","411","160","0","1","1","0","","","","","4b17a77ee44eab37968b915f9408f4c","2.848","","","","","1.1","https://store.philadelphiaeagles.com/philadelphia-eagles-men-sweatshirts-and-fleece/t-92044860+ga-67+d-92004253+z-8-4225700407","2024-11-26 00:54:24"
"https://www.youtube.com/channel/UCo1MSTJzho-_rQWWAjxisDA","https://www.youtube.com/channel/UCo1MSTJzho-_rQWWAjxisDA","text/html; charset=utf-8","200","OK","Indexable","","Earl Sweatshirt - YouTube","25","227","","0","0","At an incredibly young age, Earl Sweatshirt, born Thebe Neruda Kgositsile, has accomplished more than most musicians could possibly imagine. Born to a law pr...","160","1004","ویڈیو، اشتراک، کیمرا فون، ویڈیو فون، مفت، اپ لوڈ","48","","0","","0","","0","","0","","","","","https://www.youtube.com/channel/UCo1MSTJzho-_rQWWAjxisDA","","","","","","","1272839","223980","32","3","10.667","100.000","Very Easy","0.013","0","1","","5","1","0","1.120","13","12","0","1","1","0","","","","","2ec0c114522283406a803d272e2b02f6","0.499","","","","","1.1","https://www.youtube.com/channel/UCo1MSTJzho-_rQWWAjxisDA","2024-11-26 00:54:42"
